,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
458824,oa_package/e0/f5/PMC3338015.tar.gz,Bioinformatics. 2012 May 1; 28(9):1239-1245,PMC3338015,2013-03-28 10:13:28,22419782.0,CC BY-NC
458825,oa_package/87/af/PMC3338018.tar.gz,Bioinformatics. 2012 May 1; 28(9):1272-1273,PMC3338018,2013-02-20 11:59:20,22419780.0,CC BY-NC
458826,oa_package/7e/ce/PMC3338021.tar.gz,Bioinformatics. 2012 May 1; 28(9):1287-1289,PMC3338021,2013-02-20 11:59:20,22426343.0,CC BY-NC
458827,oa_package/f6/ab/PMC3338024.tar.gz,Bioinformatics. 2012 May 1; 28(9):1290-1291,PMC3338024,2013-02-20 11:59:20,22451270.0,CC BY-NC
458843,oa_package/fb/91/PMC3338081.tar.gz,Implement Sci. 2012 Apr 2; 7:26,PMC3338081,2015-03-30 12:43:38,22471937.0,CC BY
458850,oa_package/d3/a8/PMC3338088.tar.gz,BMC Res Notes. 2012 Mar 20; 5:157,PMC3338088,2012-05-15 12:31:34,22433797.0,CC BY
458880,oa_package/0d/c8/PMC3338196.tar.gz,ASN Neuro. 2012 Apr 27; 4(3):e00086,PMC3338196,2015-12-17 11:34:16,22435484.0,CC BY-NC
458926,oa_package/c2/65/PMC3338324.tar.gz,J Mol Neurosci. 2012 May 7; 47(1):15-25,PMC3338324,2014-10-27 13:50:49,21647710.0,NO-CC CODE
458957,oa_package/9d/7b/PMC3338382.tar.gz,BMC Bioinformatics. 2012 Mar 26; 13:50,PMC3338382,2014-04-18 15:33:59,22449239.0,CC BY
458962,oa_package/90/a5/PMC3338387.tar.gz,BMC Bioinformatics. 2012 Apr 2; 13:53,PMC3338387,2013-03-28 10:13:35,22471599.0,CC BY
459000,oa_package/8e/0a/PMC3338428.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1609-1617,PMC3338428,2014-10-29 20:18:31,22438583.0,CC BY-NC-SA
459001,oa_package/56/c4/PMC3338429.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1618-1627,PMC3338429,2014-10-29 20:18:31,22419819.0,CC BY-NC-SA
459002,oa_package/e7/db/PMC3338430.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1628-1635,PMC3338430,2014-10-29 20:18:31,22398723.0,CC BY-NC-SA
459003,oa_package/95/ba/PMC3338431.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1636-1645,PMC3338431,2014-10-29 20:18:31,22419817.0,CC BY-NC-SA
459004,oa_package/c1/44/PMC3338432.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1646-1656,PMC3338432,2014-10-29 20:18:31,22419821.0,CC BY-NC-SA
459005,oa_package/a1/f6/PMC3338433.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1657-1663,PMC3338433,2014-10-29 20:18:31,22398722.0,CC BY-NC-SA
459006,oa_package/d4/c4/PMC3338434.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1664-1674,PMC3338434,2014-10-29 20:18:31,22398726.0,CC BY-NC-SA
459007,oa_package/7b/2b/PMC3338435.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1675-1687,PMC3338435,2014-10-29 20:18:31,22419816.0,CC BY-NC-SA
459008,oa_package/10/d1/PMC3338436.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1688-1699,PMC3338436,2014-10-29 20:18:31,22398724.0,CC BY-NC-SA
459009,oa_package/bf/b6/PMC3338437.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1700-1714,PMC3338437,2014-10-29 20:18:31,22398725.0,CC BY-NC-SA
459010,oa_package/45/53/PMC3338438.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1715-1727,PMC3338438,2014-10-29 20:18:31,22398727.0,CC BY-NC-SA
459011,oa_package/9f/19/PMC3338439.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1728-1741,PMC3338439,2014-10-29 20:18:31,22419820.0,CC BY-NC-SA
459012,oa_package/ad/0f/PMC3338440.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1742-1764,PMC3338440,2014-10-29 20:18:31,22398720.0,CC BY-NC-SA
459013,oa_package/5b/a6/PMC3338441.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1765-1782,PMC3338441,2014-10-29 20:18:31,22419818.0,CC BY-NC-SA
459014,oa_package/96/ba/PMC3338442.tar.gz,Mol Biol Cell. 2012 May 1; 23(9):1783-1796,PMC3338442,2014-10-29 20:18:31,22398721.0,CC BY-NC-SA
459465,oa_package/58/f7/PMC3339032.tar.gz,Mol Vis. 2012 Apr 21; 18:1004-1009,PMC3339032,2012-05-03 21:40:00,22550394.0,CC BY
459466,oa_package/0f/39/PMC3339033.tar.gz,Mol Vis. 2012 Apr 19; 18:983-988,PMC3339033,2012-05-15 12:31:34,22550391.0,CC BY
459467,oa_package/60/88/PMC3339034.tar.gz,Mol Vis. 2012 Apr 21; 18:996-1003,PMC3339034,2012-05-03 20:56:06,22550393.0,CC BY
459468,oa_package/4a/80/PMC3339035.tar.gz,Mol Vis. 2012 Apr 21; 18:989-995,PMC3339035,2012-05-03 21:32:23,22550392.0,CC BY
459469,oa_package/d8/48/PMC3339036.tar.gz,Mol Vis. 2012 Apr 21; 18:1010-1020,PMC3339036,2012-05-03 20:38:48,22550395.0,CC BY
459470,oa_package/bd/5f/PMC3339037.tar.gz,Mol Vis. 2012 Apr 18; 18:974-982,PMC3339037,2012-05-15 12:31:34,22550390.0,CC BY
459471,oa_package/69/87/PMC3339038.tar.gz,Mol Vis. 2012 Apr 18; 18:968-973,PMC3339038,2012-05-03 20:32:35,22550389.0,CC BY
459653,oa_package/b6/1e/PMC3339324.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc33,PMC3339324,2013-03-28 10:13:57,22558030.0,CC BY-NC-ND
459746,oa_package/f4/97/PMC3339443.tar.gz,Nephrol Dial Transplant. 2012 May 19; 27(5):1942-1949,PMC3339443,2014-04-05 16:44:41,21931122.0,CC BY-NC
459920,oa_package/48/b5/PMC3339691.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc38,PMC3339691,2012-05-05 19:55:48,22558034.0,CC BY-NC-ND
459921,oa_package/00/0a/PMC3339692.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc37,PMC3339692,2013-03-28 10:14:05,22558033.0,CC BY-NC-ND
459923,oa_package/fb/2a/PMC3339694.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc21,PMC3339694,2012-05-05 19:58:29,22558027.0,CC BY-NC-ND
459924,oa_package/26/33/PMC3339695.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc16,PMC3339695,2013-03-28 10:14:05,22558022.0,CC BY-NC-ND
459926,oa_package/bf/95/PMC3339697.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc14,PMC3339697,2012-05-05 19:53:59,22558020.0,CC BY-NC-ND
459927,oa_package/5e/92/PMC3339698.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc32,PMC3339698,2013-03-28 10:14:05,22558029.0,CC BY-NC-ND
459929,oa_package/27/a8/PMC3339700.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc22,PMC3339700,2012-05-15 12:31:34,22558028.0,CC BY-NC-ND
459930,oa_package/e4/2a/PMC3339701.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc17,PMC3339701,2013-03-28 10:14:05,22558023.0,CC BY-NC-ND
459931,oa_package/2d/0e/PMC3339702.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc19,PMC3339702,2012-05-15 12:31:34,22558025.0,CC BY-NC-ND
459932,oa_package/d8/61/PMC3339703.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc35,PMC3339703,2013-03-28 10:14:05,22558032.0,CC BY-NC-ND
459933,oa_package/d3/06/PMC3339704.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc34,PMC3339704,2012-05-15 12:31:34,22558031.0,CC BY-NC-ND
459936,oa_package/e2/7e/PMC3339707.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc15,PMC3339707,2013-03-28 10:14:05,22558021.0,CC BY-NC-ND
459937,oa_package/16/05/PMC3339708.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc18,PMC3339708,2013-03-28 10:14:05,22558024.0,CC BY-NC-ND
459941,oa_package/74/36/PMC3339712.tar.gz,GMS Z Med Ausbild. 2012 Apr 23; 29(2):Doc20,PMC3339712,2012-05-15 12:31:34,22558026.0,CC BY-NC-ND
460100,oa_package/02/1b/PMC3340213.tar.gz,Mol Vis. 2012 Apr 18; 18:957-967,PMC3340213,2012-09-29 07:47:24,22550388.0,CC BY
460132,oa_package/c0/38/PMC3340317.tar.gz,BMC Bioinformatics. 2012 Jan 30; 13:18,PMC3340317,2013-03-28 10:14:10,22289386.0,CC BY
460347,oa_package/21/9a/PMC3341184.tar.gz,BMC Geriatr. 2012 Mar 20; 12:8,PMC3341184,2012-05-01 20:21:16,22429561.0,CC BY
460355,oa_package/4e/04/PMC3341192.tar.gz,Health Res Policy Syst. 2012 Mar 13; 10:9,PMC3341192,2013-03-28 10:14:34,22414224.0,CC BY
460623,oa_package/73/f9/PMC3341576.tar.gz,Virol J. 2011 Dec 21; 8:553,PMC3341576,2012-05-15 12:31:34,22185513.0,CC BY
460974,oa_package/b8/3c/PMC3342151.tar.gz,BMC Geriatr. 2012 Mar 26; 12:12,PMC3342151,2012-05-15 12:31:34,22448872.0,CC BY
461055,oa_package/a9/91/PMC3342232.tar.gz,BMC Bioinformatics. 2012 Mar 29; 13:52,PMC3342232,2013-03-28 10:14:55,22458711.0,CC BY
461210,oa_package/f1/9e/PMC3342446.tar.gz,Oncogene. 2012 Oct 18; 31(42):4559-4566,PMC3342446,2016-02-03 19:24:15,22139083.0,NO-CC CODE
461453,oa_package/09/01/PMC3342919.tar.gz,Int J Health Geogr. 2012 Apr 2; 11:9,PMC3342919,2012-09-29 07:52:42,22471926.0,CC BY
461488,oa_package/cb/f3/PMC3343000.tar.gz,PLoS One. 2012 May 3; 7(5):e36557,PMC3343000,2018-03-29 20:36:24,22570725.0,CC BY
461490,oa_package/dc/e7/PMC3343003.tar.gz,PLoS One. 2012 May 3; 7(5):e36543,PMC3343003,2018-03-29 20:36:27,22570724.0,CC BY
461491,oa_package/b2/9b/PMC3343004.tar.gz,PLoS One. 2012 May 3; 7(5):e36534,PMC3343004,2018-03-15 03:58:38,22570723.0,CC BY
461492,oa_package/e0/98/PMC3343005.tar.gz,PLoS One. 2012 May 3; 7(5):e36527,PMC3343005,2018-03-29 20:36:30,22570722.0,CC BY
461495,oa_package/d0/d7/PMC3343009.tar.gz,PLoS One. 2012 May 3; 7(5):e36563,PMC3343009,2018-03-29 20:36:34,22570726.0,CC BY
461496,oa_package/cd/e9/PMC3343010.tar.gz,PLoS One. 2012 May 3; 7(5):e36510,PMC3343010,2018-03-29 20:36:34,22570721.0,CC BY
461497,oa_package/4d/fb/PMC3343011.tar.gz,PLoS One. 2012 May 3; 7(5):e36935,PMC3343011,2018-03-29 20:36:36,22570742.0,CC BY
461498,oa_package/3b/b7/PMC3343012.tar.gz,PLoS One. 2012 May 3; 7(5):e36493,PMC3343012,2018-03-29 20:36:39,22570720.0,CC BY
461499,oa_package/d0/fc/PMC3343013.tar.gz,PLoS One. 2012 May 3; 7(5):e36667,PMC3343013,2018-03-29 20:36:41,22570736.0,CC BY
461500,oa_package/4f/27/PMC3343014.tar.gz,PLoS One. 2012 May 3; 7(5):e36751,PMC3343014,2018-03-15 03:59:26,22570741.0,CC BY
461501,oa_package/02/0a/PMC3343015.tar.gz,PLoS One. 2012 May 3; 7(5):e36683,PMC3343015,2018-03-15 03:59:49,22570738.0,CC BY
461502,oa_package/19/45/PMC3343016.tar.gz,PLoS One. 2012 May 3; 7(5):e36463,PMC3343016,2018-03-29 20:36:45,22570719.0,CC BY
461503,oa_package/ec/03/PMC3343017.tar.gz,PLoS One. 2012 May 3; 7(5):e36564,PMC3343017,2018-03-15 03:59:57,22570727.0,CC BY
461504,oa_package/05/60/PMC3343018.tar.gz,PLoS One. 2012 May 3; 7(5):e36686,PMC3343018,2018-03-29 20:36:50,22570739.0,CC BY
461505,oa_package/39/8b/PMC3343019.tar.gz,PLoS One. 2012 May 3; 7(5):e36588,PMC3343019,2018-03-15 03:59:38,22570729.0,CC BY
461506,oa_package/80/c4/PMC3343020.tar.gz,PLoS One. 2012 May 3; 7(5):e36565,PMC3343020,2018-03-29 20:36:50,22570728.0,CC BY
461507,oa_package/c2/eb/PMC3343021.tar.gz,PLoS One. 2012 May 3; 7(5):e36661,PMC3343021,2018-03-15 03:59:55,22570735.0,CC0
461508,oa_package/7d/ed/PMC3343022.tar.gz,PLoS One. 2012 May 3; 7(5):e36459,PMC3343022,2018-03-15 03:59:57,22570717.0,CC BY
461509,oa_package/d7/15/PMC3343023.tar.gz,PLoS One. 2012 May 3; 7(5):e36461,PMC3343023,2018-03-29 20:36:56,22570718.0,CC BY
461510,oa_package/1a/3e/PMC3343024.tar.gz,PLoS One. 2012 May 3; 7(5):e36445,PMC3343024,2018-03-29 20:36:57,22570715.0,CC BY
461511,oa_package/45/88/PMC3343025.tar.gz,PLoS One. 2012 May 3; 7(5):e36449,PMC3343025,2018-03-15 04:00:30,22570716.0,CC BY
461512,oa_package/d7/d3/PMC3343026.tar.gz,PLoS One. 2012 May 3; 7(5):e36682,PMC3343026,2018-03-29 20:36:58,22570737.0,CC BY
461513,oa_package/72/9f/PMC3343027.tar.gz,PLoS One. 2012 May 3; 7(5):e36645,PMC3343027,2018-03-29 20:36:59,22570734.0,CC BY
461514,oa_package/e7/30/PMC3343028.tar.gz,PLoS One. 2012 May 3; 7(5):e36724,PMC3343028,2018-03-29 20:37:00,22570740.0,CC BY
461515,oa_package/55/c5/PMC3343029.tar.gz,PLoS One. 2012 May 3; 7(5):e36635,PMC3343029,2018-03-29 20:37:01,22570733.0,CC BY
461516,oa_package/26/65/PMC3343033.tar.gz,PLoS One. 2012 May 3; 7(5):e36609,PMC3343033,2018-03-13 19:06:22,22570731.0,CC BY
461517,oa_package/e2/79/PMC3343034.tar.gz,PLoS One. 2012 May 3; 7(5):e36139,PMC3343034,2018-03-29 20:37:01,22570696.0,CC BY
461518,oa_package/08/d8/PMC3343035.tar.gz,PLoS One. 2012 May 3; 7(5):e36632,PMC3343035,2018-03-13 19:06:28,22570732.0,CC BY
461519,oa_package/4b/ee/PMC3343036.tar.gz,PLoS One. 2012 May 3; 7(5):e36600,PMC3343036,2018-03-29 20:37:06,22570730.0,CC BY
461520,oa_package/83/d5/PMC3343037.tar.gz,PLoS One. 2012 May 3; 7(5):e36066,PMC3343037,2018-03-13 19:06:33,22570694.0,CC BY
461521,oa_package/da/01/PMC3343038.tar.gz,PLoS One. 2012 May 3; 7(5):e36444,PMC3343038,2018-03-13 19:06:35,22570714.0,CC BY
461522,oa_package/b4/9a/PMC3343039.tar.gz,PLoS One. 2012 May 3; 7(5):e36429,PMC3343039,2018-03-29 20:37:06,22570713.0,CC BY
461523,oa_package/3f/c5/PMC3343040.tar.gz,PLoS One. 2012 May 3; 7(5):e36129,PMC3343040,2018-03-29 20:37:15,22570695.0,CC BY
461524,oa_package/8e/1f/PMC3343041.tar.gz,PLoS One. 2012 May 3; 7(5):e36140,PMC3343041,2018-03-29 20:37:06,22570697.0,CC BY
461525,oa_package/eb/d3/PMC3343042.tar.gz,PLoS One. 2012 May 3; 7(5):e34525,PMC3343042,2018-03-15 04:02:11,22570687.0,CC BY
461526,oa_package/c1/a1/PMC3343043.tar.gz,PLoS One. 2012 May 3; 7(5):e35738,PMC3343043,2018-03-29 20:37:09,22570692.0,CC BY
461527,oa_package/27/25/PMC3343044.tar.gz,PLoS One. 2012 May 3; 7(5):e35077,PMC3343044,2018-03-29 20:37:12,22570688.0,CC BY
461528,oa_package/41/9e/PMC3343045.tar.gz,PLoS One. 2012 May 3; 7(5):e36284,PMC3343045,2018-03-29 20:37:16,22570699.0,CC BY
461529,oa_package/9a/fe/PMC3343046.tar.gz,PLoS One. 2012 May 3; 7(5):e34142,PMC3343046,2018-03-29 20:37:16,22570686.0,CC BY
461530,oa_package/69/21/PMC3343047.tar.gz,PLoS One. 2012 May 3; 7(5):e35389,PMC3343047,2018-03-15 04:02:52,22570690.0,CC BY
461531,oa_package/e2/e2/PMC3343048.tar.gz,PLoS One. 2012 May 3; 7(5):e35716,PMC3343048,2018-03-15 04:03:11,22570691.0,CC0
461532,oa_package/13/aa/PMC3343049.tar.gz,PLoS One. 2012 May 3; 7(5):e35385,PMC3343049,2018-03-29 20:37:17,22570689.0,CC BY
461533,oa_package/40/51/PMC3343050.tar.gz,PLoS One. 2012 May 3; 7(5):e36291,PMC3343050,2018-03-29 20:37:19,22570700.0,CC BY
461534,oa_package/18/29/PMC3343051.tar.gz,PLoS One. 2012 May 3; 7(5):e35955,PMC3343051,2018-03-15 04:03:19,22570693.0,CC BY
461535,oa_package/8e/25/PMC3343052.tar.gz,PLoS One. 2012 May 3; 7(5):e36402,PMC3343052,2018-03-29 20:37:20,22570710.0,CC BY
461537,oa_package/9e/59/PMC3343054.tar.gz,PLoS One. 2012 May 3; 7(5):e36356,PMC3343054,2018-03-29 20:37:22,22570705.0,CC BY
461538,oa_package/40/55/PMC3343055.tar.gz,PLoS One. 2012 May 3; 7(5):e36358,PMC3343055,2018-03-29 20:37:23,22570706.0,CC BY
461540,oa_package/a6/09/PMC3343072.tar.gz,PLoS One. 2012 May 3; 7(5):e36294,PMC3343072,2018-03-29 20:37:25,22570701.0,CC BY
461541,oa_package/90/33/PMC3343073.tar.gz,PLoS One. 2012 May 3; 7(5):e36295,PMC3343073,2018-03-15 04:03:39,22570702.0,CC BY
461543,oa_package/2d/65/PMC3343075.tar.gz,PLoS One. 2012 May 3; 7(5):e36344,PMC3343075,2018-03-29 20:37:25,22570704.0,CC BY
461544,oa_package/a0/79/PMC3343077.tar.gz,PLoS One. 2012 May 3; 7(5):e32196,PMC3343077,2018-03-29 20:37:27,22570685.0,CC BY
461545,oa_package/22/6a/PMC3343078.tar.gz,PLoS One. 2012 May 3; 7(5):e36365,PMC3343078,2018-03-29 20:37:28,22570707.0,CC BY
461546,oa_package/21/33/PMC3343079.tar.gz,PLoS One. 2012 May 3; 7(5):e36407,PMC3343079,2018-03-29 20:37:29,22570711.0,CC BY
461547,oa_package/2c/12/PMC3343080.tar.gz,PLoS One. 2012 May 3; 7(5):e36329,PMC3343080,2018-03-29 20:37:33,22570703.0,CC BY
461548,oa_package/4c/6f/PMC3343081.tar.gz,PLoS One. 2012 May 3; 7(5):e36394,PMC3343081,2018-03-15 04:03:58,22570708.0,CC BY
461549,oa_package/0e/90/PMC3343082.tar.gz,PLoS One. 2012 May 3; 7(5):e36397,PMC3343082,2018-03-15 04:04:15,22570709.0,CC BY
461550,oa_package/89/4f/PMC3343083.tar.gz,PLoS One. 2012 May 3; 7(5):e36415,PMC3343083,2018-03-29 20:37:35,22570712.0,CC BY
461571,oa_package/24/f1/PMC3343115.tar.gz,PLoS One. 2012 May 3; 7(5):e36233,PMC3343115,2018-03-13 19:08:25,22570698.0,CC BY
461604,oa_package/d8/3f/PMC3343184.tar.gz,Oncogene. 2012 Nov 22; 31(47):4898-4911,PMC3343184,2016-02-04 10:31:39,22286766.0,NO-CC CODE
461640,oa_package/d2/cf/PMC3343258.tar.gz,J Affect Disord. 2012 May; 138(3):277-286,PMC3343258,2016-03-03 09:22:14,22342117.0,CC BY
463941,oa_package/24/80/PMC3347747.tar.gz,J Biomed Biotechnol. 2012 Apr 23; 2012:130169,PMC3347747,2013-03-28 10:17:36,22619490.0,NO-CC CODE
464063,oa_package/b0/31/PMC3347993.tar.gz,BMC Bioinformatics. 2012 Feb 1; 13:22,PMC3347993,2014-02-08 09:37:46,22296803.0,CC BY
464085,oa_package/39/c5/PMC3348015.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):I1,PMC3348015,2013-03-28 10:17:38,22594994.0,CC BY
464086,oa_package/46/6f/PMC3348016.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S2,PMC3348016,2012-05-25 19:37:05,22594999.0,CC BY
464087,oa_package/2f/85/PMC3348017.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S3,PMC3348017,2013-01-16 14:04:26,22595000.0,CC BY
464088,oa_package/27/f9/PMC3348018.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S12,PMC3348018,2012-05-25 19:40:58,22594998.0,CC BY
464089,oa_package/d5/3a/PMC3348019.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S10,PMC3348019,2012-05-25 19:40:15,22594996.0,CC BY
464090,oa_package/2f/4b/PMC3348020.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S1,PMC3348020,2012-05-25 19:41:16,22594995.0,CC BY
464091,oa_package/34/38/PMC3348021.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S11,PMC3348021,2013-01-16 11:15:28,22594997.0,CC BY
464115,oa_package/2e/3a/PMC3348045.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S4,PMC3348045,2012-05-25 19:39:07,22595001.0,CC BY
464116,oa_package/1f/4f/PMC3348046.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S6,PMC3348046,2012-05-25 19:37:41,22595003.0,CC BY
464117,oa_package/3b/9b/PMC3348047.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S9,PMC3348047,2012-05-25 19:40:22,22595006.0,CC BY
464119,oa_package/a1/4f/PMC3348049.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S5,PMC3348049,2012-05-25 19:35:49,22595002.0,CC BY
464120,oa_package/ec/d4/PMC3348050.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S7,PMC3348050,2013-01-16 11:15:28,22595004.0,CC BY
464122,oa_package/51/f9/PMC3348052.tar.gz,BMC Bioinformatics. 2012 May 8; 13(Suppl 7):S8,PMC3348052,2012-05-25 19:39:26,22595005.0,CC BY
464281,oa_package/79/01/PMC3348535.tar.gz,J Biomed Biotechnol. 2012 Mar 22; 2012:363246,PMC3348535,2013-03-28 10:17:54,22619494.0,NO-CC CODE
464287,oa_package/1a/39/PMC3348560.tar.gz,Bioinformatics. 2012 May 15; 28(10):1307-1313,PMC3348560,2013-04-22 12:46:48,22474122.0,CC BY-NC
464288,oa_package/a4/64/PMC3348561.tar.gz,Bioinformatics. 2012 May 15; 28(10):1402-1403,PMC3348561,2013-04-18 15:30:19,22474121.0,CC BY-NC
464292,oa_package/84/0d/PMC3348609.tar.gz,J Biomed Biotechnol. 2012 Feb 12; 2012:826178,PMC3348609,2013-03-28 10:17:55,22619498.0,NO-CC CODE
464322,oa_package/dc/53/PMC3348655.tar.gz,J Biomed Biotechnol. 2012 Apr 24; 2012:831347,PMC3348655,2014-04-05 17:41:02,22619499.0,NO-CC CODE
464843,oa_package/43/34/PMC3349569.tar.gz,BMC Bioinformatics. 2012 Jan 18; 13:12,PMC3349569,2013-01-16 11:15:28,22257533.0,CC BY
464992,oa_package/48/fa/PMC3349754.tar.gz,PLoS Pathog. 2012 May 10; 8(5):e1002688,PMC3349754,2017-09-01 18:49:11,22589720.0,CC BY
465206,oa_package/0d/4b/PMC3350147.tar.gz,J Med Genet. 2012 May; 49(5):332-340,PMC3350147,2013-01-16 14:04:26,22581972.0,CC BY-NC
465562,oa_package/d4/2a/PMC3350630.tar.gz,Psychopharmacology (Berl). 2012 Jun 7; 221(3):527-535,PMC3350630,2013-03-28 10:18:32,22143579.0,NO-CC CODE
465609,oa_package/0a/ca/PMC3350862.tar.gz,J Biomed Biotechnol. 2012 Apr 30; 2012:758169,PMC3350862,2013-03-28 10:18:40,22619497.0,NO-CC CODE
465670,oa_package/7e/f4/PMC3350966.tar.gz,J Biomed Biotechnol. 2012 Apr 29; 2012:125384,PMC3350966,2013-03-28 10:18:41,22619489.0,NO-CC CODE
465678,oa_package/da/65/PMC3350976.tar.gz,J Biomed Biotechnol. 2012 Apr 26; 2012:132876,PMC3350976,2013-03-28 10:18:41,22619491.0,NO-CC CODE
465691,oa_package/00/bf/PMC3350990.tar.gz,J Biomed Biotechnol. 2012 Apr 26; 2012:728178,PMC3350990,2013-03-28 10:18:42,22619496.0,NO-CC CODE
465724,oa_package/d2/95/PMC3351073.tar.gz,J Biomed Biotechnol. 2012 Apr 26; 2012:215019,PMC3351073,2013-02-01 15:17:57,22619492.0,NO-CC CODE
465733,oa_package/92/e8/PMC3351097.tar.gz,ScientificWorldJournal. 2012 Apr 29; 2012:529128,PMC3351097,2018-03-27 18:50:10,22645429.0,CC BY
465734,oa_package/9a/06/PMC3351108.tar.gz,ScientificWorldJournal. 2012 Apr 29; 2012:452327,PMC3351108,2017-07-07 12:41:45,22645423.0,CC BY
465737,oa_package/23/7e/PMC3351132.tar.gz,J Biomed Biotechnol. 2012 Apr 30; 2012:961461,PMC3351132,2013-03-28 10:18:45,22619500.0,NO-CC CODE
465853,oa_package/bb/97/PMC3351403.tar.gz,Mol Vis. 2012 May 1; 18:1115-1122,PMC3351403,2012-05-19 21:41:24,22605923.0,CC BY
465855,oa_package/d1/6a/PMC3351405.tar.gz,Mol Vis. 2012 Apr 27; 18:1068-1073,PMC3351405,2012-05-19 21:40:13,22605919.0,CC BY
465856,oa_package/08/0d/PMC3351406.tar.gz,Mol Vis. 2012 Apr 27; 18:1055-1067,PMC3351406,2013-01-16 11:15:28,22605918.0,CC BY
465858,oa_package/34/a0/PMC3351408.tar.gz,Mol Vis. 2012 May 2; 18:1147-1155,PMC3351408,2012-05-19 21:39:54,22605925.0,CC BY
465860,oa_package/b4/62/PMC3351410.tar.gz,Mol Vis. 2012 May 1; 18:1107-1114,PMC3351410,2012-05-19 20:57:19,22605922.0,CC BY
465861,oa_package/51/03/PMC3351411.tar.gz,Mol Vis. 2012 May 4; 18:1165-1174,PMC3351411,2012-05-19 22:00:38,22605927.0,CC BY
465862,oa_package/39/15/PMC3351412.tar.gz,Mol Vis. 2012 May 4; 18:1175-1181,PMC3351412,2012-05-19 20:56:00,22605928.0,CC BY
465863,oa_package/6d/53/PMC3351413.tar.gz,Mol Vis. 2012 Apr 26; 18:1045-1054,PMC3351413,2012-05-19 21:42:18,22605917.0,CC BY
465864,oa_package/bf/e1/PMC3351414.tar.gz,Mol Vis. 2012 Apr 24; 18:1021-1030,PMC3351414,2012-05-19 21:58:23,22605914.0,CC BY
465865,oa_package/f3/a7/PMC3351415.tar.gz,Mol Vis. 2012 Apr 27; 18:1074-1082,PMC3351415,2012-05-19 21:37:08,22605920.0,CC BY
465866,oa_package/76/2d/PMC3351416.tar.gz,Mol Vis. 2012 May 5; 18:1182-1188,PMC3351416,2012-05-19 21:53:36,22605929.0,CC BY
465867,oa_package/81/7e/PMC3351417.tar.gz,Mol Vis. 2012 May 2; 18:1123-1146,PMC3351417,2013-01-16 11:15:28,22605924.0,CC BY
465877,oa_package/b9/fd/PMC3351427.tar.gz,Mol Vis. 2012 Apr 28; 18:1083-1092,PMC3351427,2012-05-19 20:57:28,22605921.0,CC BY
465878,oa_package/89/55/PMC3351428.tar.gz,Mol Vis. 2012 Apr 25; 18:1040-1044,PMC3351428,2012-05-19 20:57:21,22605916.0,CC BY
